type,time,x_c,x_c_dot,gamma,gamma_dot
real_0,3.7748754024505615,0.7147625137192875,,,
real_0,3.836383819580078,0.7266995412252042,,,
real_0,3.8368616104125977,0.7267914547941401,,,
real_0,3.8373019695281982,0.7268761564135207,,,
real_0,3.837970018386841,0.7270046330048114,,,
real_0,3.838402032852173,0.7270877032753448,,,
real_0,3.8405425548553467,0.7274991436397111,,,
real_0,3.9041528701782227,0.739610189340643,,,
real_0,3.905339479446411,0.7398339736709376,,,
real_0,3.9056050777435303,0.7398840524490099,,,
real_0,3.905815839767456,0.7399237889954532,,,
real_0,3.9075815677642822,0.740256597357003,,,
real_0,3.907902956008911,0.7403171545715661,,,
real_0,3.958613872528076,0.7497996461377603,,,
real_0,3.9587910175323486,0.7498325166659623,,,
real_0,4.009295701980591,0.7591313722180004,,,
real_0,4.0115485191345215,0.7595427718004732,,,
real_0,4.01185941696167,0.759599523803854,,,
real_0,4.012068033218384,0.7596376019945233,,,
real_0,4.012252330780029,0.7596712392847913,,,
real_0,4.0124335289001465,0.7597043089823245,,,
real_0,4.013583660125732,0.7599141707308307,,,
real_0,4.013873100280762,0.7599669722757642,,,
real_0,4.014038324356079,0.7599971113705166,,,
real_0,4.014200925827026,0.7600267705415567,,,
real_0,4.066853046417236,0.7695508583972804,,,
real_0,4.068447113037109,0.7698367111895672,,,
real_0,4.068666696548462,0.7698760760348687,,,
real_0,4.068817377090454,0.7699030869955843,,,
real_0,4.068963289260864,0.7699292419262949,,,
real_0,4.128338813781738,0.7804696441915349,,,
real_0,4.1294097900390625,0.7806578752444919,,,
real_0,4.129565238952637,0.7806851908151047,,,
real_0,4.129665851593018,0.7807028697696531,,,
real_0,4.129761219024658,0.7807196265246125,,,
real_0,4.129856824874878,0.7807364246361816,,,
real_0,4.18467378616333,0.7902792755044221,,,
real_0,4.185075044631958,0.7903484743696622,,,
real_0,4.18524956703186,0.7903785685792161,,,
real_0,4.185414791107178,0.7904070577441883,,,
real_0,4.185577392578125,0.7904350931194746,,,
real_0,4.187461614608765,0.790759852006629,,,
real_0,4.2521514892578125,0.8017812950904739,,,
real_0,4.2527852058410645,0.8018880246618026,,,
real_0,4.253074407577515,0.8019367235492766,,,
real_0,4.253351211547852,0.8019833300578187,,,
real_0,4.254950046539307,0.8022524416499337,,,
real_0,4.255316734313965,0.8023141398722466,,,
real_0,4.307286500930786,0.8109763867770466,,,
real_0,4.307652235031128,0.8110367670729961,,,
real_0,4.307823181152344,0.8110649863654804,,,
real_0,4.309036493301392,0.8112652253801322,,,
real_0,4.3092498779296875,0.8113004320648692,,,
real_0,4.309399604797363,0.8113251340967973,,,
real_0,4.376441240310669,0.8222481322469533,,,
real_0,4.377169847488403,0.8223653283865812,,,
real_0,4.433358430862427,0.8313043269481065,,,
real_0,4.433682441711426,0.8313553051597615,,,
real_0,4.43383264541626,0.8313789352239804,,,
real_0,4.4339752197265625,0.8314013637303104,,,
real_0,4.434116363525391,0.8314235659536606,,,
real_0,4.435219764709473,0.8315970905412381,,,
real_0,4.435436725616455,0.8316312016164877,,,
real_0,4.435583591461182,0.8316542905250486,,,
real_0,4.436355113983154,0.8317755601726174,,,
real_0,4.436525344848633,0.8318023124459049,,,
