Timestamp,Theta_rad,Gamma_rad,Phi_rad,Gamma_deg
1775768570.1697676,0.08099814504384995,0.0715213343501091,-3.641784191131592,4.097872068656981,-208.65893865823745
1775768570.170031,0.08086660504341125,0.0705661028623581,-3.6427392959594727,4.043141316381097,-208.71366215343474
1775768570.170244,0.08089067041873932,0.07004787027835846,-3.6432576179504395,4.01344876589477,-208.74335982656478
1775768570.1704364,0.08091472834348679,0.06952963024377823,-3.6437759399414062,3.9837557885214685,-208.77305749969483
1775768570.2347,0.08084923028945923,0.06909369677305222,-3.644211769104004,3.9587786315694453,-208.79802868022918
1775768570.2364674,0.0808652862906456,0.06874820590019226,-3.644557237625122,3.9389834556162358,-208.81782257552146
1775768570.2368317,0.08088257163763046,0.06831969320774078,-3.6449856758117676,3.9144314780920744,-208.84237028417587
1775768570.2370315,0.08090668171644211,0.06780144572257996,-3.6455039978027344,3.8847380738317967,-208.87206795730592
1775768570.2372243,0.08092275261878967,0.06745593249797821,-3.6458494663238525,3.86494161721766,-208.8918618525982
1775768570.299914,0.08086409419775009,0.06693035364151001,-3.6463751792907715,3.8348281561732294,-208.92198299760818
1775768570.301313,0.08088147640228271,0.06650184094905853,-3.646803617477417,3.810276178649068,-208.9465307062626
1775768570.302439,0.08090560883283615,0.06598357856273651,-3.647321939468384,3.7805819206148388,-208.97622837939264
1775768570.3026996,0.08083892613649368,0.06563081592321396,-3.647674560546875,3.7603701029732823,-208.99643208618164
1775768570.3029313,0.08086305856704712,0.06511256843805313,-3.648192882537842,3.7306766987130047,-209.0261297593117
1775768570.3048332,0.08079047501087189,0.06468275189399719,-3.648622751235962,3.7060500159680845,-209.05075943026543
1775768570.3485894,0.0808132141828537,0.0642474889755249,-3.6490578651428223,3.6811112788438796,-209.07568962965013
1775768570.348926,0.08083073794841766,0.06381893157958984,-3.649486541748047,3.6565567399978636,-209.10025099868776
1775768570.3490705,0.08076407760381699,0.06346624344587326,-3.649839162826538,3.6363491912260653,-209.12045470547676
1775768570.3492148,0.08078821748495102,0.06294795870780945,-3.650357484817505,3.6066536525309085,-209.1501523786068
1775768570.3505461,0.08080431818962097,0.06260243058204651,-3.650702953338623,3.5868563421428203,-209.1699462738991
1775768570.351152,0.0808219313621521,0.06217388063669205,-3.6511316299438477,3.5623022301837803,-209.1945076429367
1775768570.4166644,0.08084458112716675,0.06173859164118767,-3.651566982269287,3.5373619989551606,-209.21945150270463
1775768570.4196694,0.08086222410202026,0.06131003051996231,-3.6519954204559326,3.5128072466656564,-209.243999211359
1775768570.4199224,0.08079557865858078,0.06095743551850319,-3.652348041534424,3.492605033981055,-209.26420291814804
1775768570.4214754,0.08081169426441193,0.06061190366744995,-3.652693510055542,3.472807510149479,-209.28399681344033
1775768570.4217494,0.08082940429449081,0.06018334999680519,-3.6531221866607666,3.448253184746951,-209.30855818247795
1775768570.4219375,0.08084553480148315,0.05983780324459076,-3.6534676551818848,3.4284548071414234,-209.32835207777023
